51,7,15,3,5,27,78,77,7,28,76,88,81,83,18,71,12,35,70,34,62,38,73,26,84,44,44,57,27,6,86,57,26,52,9,80,78,71,24,26,73,98,28,25,81,68,27,57,42,76,12,56,71,76,90,46,59,55,9,7,76,1,47,69,34,36,35,68,62,43,13,57,47,73,71,66,10,92,6,74,4,97,66,92,11,3,87,16,81,23,52,79,29,81,64,38,41,24,24,86
21,33,52,82,64,30,36,2,2,46,53,7,66,51,7,48,50,18,98,7,48,20,75,76,3,61,11,43,80,64,70,74,83,59,56,22,8,68,10,34,93,14,76,92,94,89,25,18,27,17,92,20,30,6,96,90,89,19,41,32,68,12,54,33,1,55,68,46,30,58,84,1,70,69,48,92,78,64,51,25,24,37,75,14,28,55,59,15,17,3,68,34,34,33,30,82,5,55,90,20
91,29,30,10,37,97,2,78,42,15,14,18,33,72,6,1,54,18,85,84,53,18,85,69,65,70,40,62,55,87,55,52,11,82,78,39,94,85,20,78,11,94,99,58,65,62,20,82,17,75,94,34,48,91,50,7,60,30,37,65,74,12,13,84,35,47,51,74,60,89,46,63,94,84,71,92,99,2,33,35,40,53,4,55,46,86,44,51,36,83,16,90,96,37,30,91,8,57,84,50
62,42,21,4,45,59,78,24,0,45,21,51,22,100,29,10,18,14,72,26,50,47,66,15,86,62,77,79,24,43,57,52,6,39,50,38,47,51,75,7,10,63,17,49,4,91,50,99,65,48,24,51,78,69,45,80,48,46,46,4,52,39,81,38,88,62,45,24,10,37,73,92,3,23,34,71,21,34,79,53,91,46,98,74,8,54,61,84,82,71,7,99,72,10,94,84,24,17,91,62
96,23,13,2,77,17,34,12,76,38,8,16,16,48,74,7,17,69,93,20,74,30,98,91,31,51,83,90,93,78,6,73,55,27,58,58,60,70,91,12,97,41,10,21,95,37,40,83,42,89,6,13,60,8,4,55,21,57,31,87,94,70,14,92,32,82,48,87,63,76,19,64,44,79,80,77,87,46,4,69,97,57,97,75,20,1,81,15,55,3,97,22,96,3,64,58,20,75,88,35
87,35,64,30,48,47,52,2,80,19,13,63,96,27,46,85,49,54,78,4,11,39,13,72,28,23,17,30,85,0,86,8,52,24,16,98,21,17,84,35,43,2,7,90,73,18,12,15,86,52,30,5,16,53,10,89,67,100,57,35,52,59,66,39,74,53,86,94,99,20,86,50,66,6,33,52,1,43,24,77,62,97,52,40,96,20,59,7,83,75,4,79,83,93,34,77,34,27,98,40
64,83,80,26,62,50,88,80,59,77,54,42,7,2,31,54,19,61,48,87,56,44,19,85,24,17,61,90,21,65,8,12,56,28,61,33,7,69,7,80,62,36,83,63,57,86,43,67,3,39,57,21,39,18,90,41,6,49,95,79,90,63,43,10,97,71,49,8,85,94,62,45,21,91,22,4,58,88,20,72,86,81,24,0,61,52,12,56,7,64,75,61,74,21,5,43,75,86,17,87
40,63,64,49,13,91,58,83,26,4,79,30,49,81,70,70,73,8,30,45,97,5,74,75,57,1,1,26,86,69,19,72,63,63,97,21,88,92,77,18,68,90,18,99,7,22,92,13,70,60,22,87,6,35,63,7,56,50,17,53,41,75,78,83,27,28,65,40,6,53,41,81,68,87,44,33,84,18,19,24,8,22,100,52,15,40,59,78,11,62,39,78,99,91,27,67,7,39,3,72
96,33,44,51,71,60,29,78,45,14,72,0,59,91,94,31,75,72,71,59,16,9,98,77,87,53,52,74,14,8,26,54,1,82,18,38,1,97,47,53,8,33,44,92,43,1,4,46,92,55,80,1,75,30,21,49,51,37,83,99,32,11,90,28,36,60,89,79,19,9,3,58,71,74,49,95,5,19,89,64,59,90,84,87,1,89,94,31,77,91,87,1,14,33,38,40,74,89,42,54
9,74,36,100,38,47,51,6,11,90,92,64,23,40,92,91,35,49,78,45,20,30,13,61,60,77,0,21,15,43,57,53,81,84,12,59,70,51,62,43,51,76,70,42,97,60,89,41,36,16,29,38,40,48,69,50,65,5,39,77,44,29,53,69,70,73,63,70,59,76,41,7,48,56,17,88,20,55,6,89,53,43,3,28,34,18,48,44,35,24,43,69,71,47,95,22,34,92,80,30
54,78,4,10,12,56,78,85,42,53,31,19,2,44,82,70,84,5,87,63,22,88,94,53,84,95,17,86,88,7,90,13,30,6,43,60,94,97,12,63,78,21,98,94,56,90,55,29,77,27,44,76,28,73,2,86,6,33,11,55,23,92,34,27,17,31,19,84,77,98,24,29,80,93,69,80,20,8,41,43,51,83,34,70,8,74,79,94,78,30,31,63,36,83,49,51,72,95,44,63
62,32,19,11,80,72,92,98,84,78,94,69,21,58,98,69,66,2,92,21,74,12,46,14,50,8,5,18,82,69,15,65,16,31,21,18,55,54,78,94,20,80,49,96,41,98,67,23,68,56,19,79,23,72,84,65,70,87,32,23,93,91,85,41,83,5,97,11,10,70,92,93,50,82,11,54,45,81,51,5,54,62,44,55,80,22,63,98,68,14,29,10,71,17,62,36,92,32,73,43
68,96,35,78,97,14,40,30,65,43,15,83,73,70,50,28,25,99,1,32,12,67,69,21,20,29,25,24,22,25,82,43,54,36,30,51,13,39,66,25,43,37,44,15,51,26,95,11,82,25,51,85,11,16,14,77,33,28,89,15,54,72,19,21,59,20,84,21,83,45,75,22,51,40,1,86,56,60,73,56,85,89,84,22,74,35,72,5,43,90,36,44,15,42,16,36,72,33,20,85
37,30,44,19,87,38,34,34,21,42,25,27,95,18,17,82,8,45,89,24,40,69,37,98,56,53,48,34,85,55,43,89,81,99,15,49,56,10,77,90,51,31,52,39,65,32,70,7,85,93,26,58,12,19,89,34,79,84,72,65,47,28,3,99,7,48,98,23,81,90,42,17,72,9,34,11,80,20,58,13,45,5,85,58,18,25,3,21,88,94,38,99,47,16,81,62,24,43,70,18
37,60,61,37,8,86,70,96,1,56,15,75,94,31,12,79,46,38,44,9,20,65,80,77,91,74,69,48,85,56,55,18,55,95,81,33,52,42,23,1,51,10,45,36,76,18,38,24,99,6,69,3,97,40,1,64,50,37,90,71,96,44,58,41,61,21,42,57,94,84,12,45,69,27,89,5,24,54,57,73,46,69,94,89,31,73,42,70,59,36,35,61,88,12,80,14,16,11,36,33
18,64,76,48,65,68,11,72,4,44,4,73,72,45,62,90,34,88,55,25,74,32,98,8,64,28,68,11,95,60,46,34,9,32,28,53,92,24,81,64,29,92,49,47,32,1,97,28,96,64,95,31,79,83,80,54,11,1,64,6,53,91,9,88,12,96,8,24,29,36,87,52,34,96,84,49,78,65,77,83,95,71,40,22,94,66,36,43,51,7,99,18,11,26,73,40,47,75,67,88
94,8,45,63,89,62,66,59,93,42,39,45,81,87,27,11,67,64,82,23,79,2,31,55,69,24,13,75,21,9,83,57,13,79,19,26,92,63,62,75,71,71,66,21,36,99,13,53,64,42,32,63,54,53,93,98,40,13,62,99,11,80,90,1,20,29,9,15,60,42,4,68,38,29,55,19,61,54,4,15,67,5,7,26,15,90,0,33,57,95,24,14,84,28,52,7,96,23,62,4
25,8,34,6,28,36,91,51,28,32,62,99,90,46,21,5,16,28,94,83,76,53,64,36,84,5,11,95,77,75,26,62,29,49,68,89,64,19,3,56,11,59,77,37,63,66,55,93,53,68,18,98,62,97,31,54,12,52,15,8,98,71,53,95,48,7,65,6,96,3,36,50,52,78,26,75,59,30,12,75,57,89,38,32,41,70,87,13,77,57,72,79,72,4,69,52,73,49,77,55
36,14,34,55,44,70,22,19,63,49,73,25,44,46,53,67,55,58,11,32,38,28,44,48,69,33,48,68,26,73,60,41,68,67,9,53,22,26,95,45,24,92,20,56,95,70,47,93,16,29,10,93,78,6,43,78,98,76,3,19,5,36,13,41,2,56,87,76,75,79,30,45,31,35,77,79,71,48,91,28,54,40,74,51,45,16,81,60,21,99,10,19,66,77,47,14,21,46,86,45
55,69,42,58,53,95,75,69,61,5,36,74,85,11,45,61,28,59,9,17,9,97,43,51,50,73,98,90,44,71,45,0,99,23,12,56,36,30,76,31,71,58,6,56,93,53,17,8,17,30,26,35,30,49,16,80,20,24,37,4,17,29,15,1,9,42,27,93,50,75,8,11,36,38,88,49,77,91,21,83,28,23,7,5,91,36,84,1,57,5,59,37,59,10,75,69,89,54,18,4
36,39,60,25,24,14,38,31,9,30,13,60,22,3,59,6,36,1,89,57,43,4,14,22,53,66,8,0,26,28,85,46,91,56,24,73,10,13,67,32,63,93,68,80,95,48,41,95,51,99,4,1,73,29,43,88,49,1,66,67,81,71,69,11,88,72,39,42,85,27,83,51,36,32,52,34,91,11,36,80,92,39,93,4,61,79,6,50,72,89,64,96,72,82,48,21,31,15,33,89
88,69,20,68,16,23,45,72,92,42,25,19,87,80,72,47,93,16,78,28,45,56,5,37,25,30,63,86,30,60,49,48,99,94,17,31,77,27,53,43,73,3,50,70,22,38,40,26,1,93,19,1,13,77,96,93,76,97,73,72,17,31,9,36,53,94,39,90,8,64,20,33,2,34,24,13,21,24,94,64,59,13,1,14,27,32,15,92,2,39,90,48,96,7,86,36,78,82,74,15
12,28,17,2,86,78,61,50,82,10,68,91,1,58,11,88,1,68,19,11,63,5,79,77,23,26,70,21,50,89,16,57,59,7,44,1,88,2,27,86,65,91,73,54,9,4,10,4,3,53,26,34,88,31,64,21,63,84,31,10,52,34,96,2,65,70,15,9,77,72,15,96,88,42,40,4,51,7,21,26,9,6,99,70,78,67,100,75,82,12,11,35,64,12,75,14,49,5,94,2
98,50,16,4,50,68,91,65,28,39,25,78,68,39,89,96,76,69,31,83,69,20,64,84,2,55,87,50,25,59,63,46,42,50,67,41,28,45,46,31,6,24,78,66,57,72,16,46,53,3,93,10,30,48,63,50,7,43,34,48,53,73,24,42,50,92,54,62,69,22,61,99,100,41,47,22,99,69,91,9,26,72,3,19,93,48,14,75,82,33,92,32,48,91,77,83,31,94,23,9
89,17,96,31,66,47,19,16,66,21,13,59,53,28,22,57,56,93,92,54,36,63,15,27,75,48,0,72,77,42,83,26,94,14,36,49,69,79,37,40,21,38,51,10,25,95,26,41,79,46,82,50,65,82,27,76,33,8,61,15,50,28,91,96,74,5,78,91,93,73,74,58,88,13,25,8,61,14,72,39,8,16,44,95,10,30,4,3,13,28,79,85,10,17,29,91,9,94,69,85
75,78,67,25,63,58,7,38,16,2,25,91,16,32,95,1,50,73,16,15,26,90,12,28,45,66,55,2,45,22,27,85,74,83,3,82,98,69,64,49,65,46,58,51,73,75,73,69,78,67,69,96,77,90,88,6,57,96,63,75,72,13,70,3,22,98,53,92,60,30,20,56,95,57,64,44,69,55,87,54,3,28,30,11,25,14,54,71,20,7,89,86,29,83,56,87,27,14,43,35
76,1,91,22,22,58,91,37,99,94,50,63,6,54,29,22,13,30,57,20,66,38,54,8,1,23,89,87,28,1,28,52,68,75,73,35,42,26,71,83,55,74,30,31,98,45,44,26,53,46,43,63,3,18,10,87,28,94,99,55,68,13,70,1,8,11,6,11,60,24,89,19,35,63,4,31,34,44,10,19,70,47,44,56,1,47,47,68,38,56,28,62,76,51,29,58,42,28,76,39
33,3,25,59,64,96,63,52,62,60,30,1,8,35,41,78,69,13,87,81,99,68,37,69,12,52,46,1,41,48,48,68,49,41,26,35,41,42,17,2,96,1,62,48,96,20,76,69,56,36,59,59,95,4,40,72,47,17,62,19,38,2,85,69,23,2,97,56,34,49,54,85,67,81,11,82,73,88,44,33,85,31,61,46,22,87,88,43,55,68,88,34,24,75,64,19,19,3,82,3
88,65,84,77,83,18,100,47,49,4,78,70,2,49,74,87,69,10,23,1,38,42,86,94,93,99,59,41,46,37,68,90,64,11,43,42,1,87,71,19,73,21,2,84,59,58,11,40,55,4,49,5,83,45,67,47,8,47,20,83,9,8,96,5,89,3,19,63,81,72,34,70,58,22,38,65,9,12,23,5,12,39,85,26,72,96,71,32,90,52,45,5,97,50,13,64,88,3,66,91
43,41,26,61,86,40,11,63,88,8,56,97,92,37,9,88,71,88,81,35,38,94,23,32,53,95,29,54,18,30,76,23,73,31,50,61,24,49,3,74,32,59,20,7,78,41,96,58,84,3,73,93,26,26,90,57,39,36,75,22,53,27,74,94,85,45,13,4,74,16,97,34,42,94,47,40,12,47,10,44,29,72,95,51,72,62,76,34,67,96,47,46,87,42,29,85,79,96,72,49
81,95,26,60,31,20,16,7,99,97,6,52,81,39,44,54,28,35,27,46,46,67,86,99,35,67,86,43,73,99,1,10,6,35,2,94,7,44,98,82,78,67,48,69,80,69,95,26,41,50,22,60,37,55,17,74,42,18,85,85,85,36,26,55,0,43,66,23,62,31,90,66,80,70,6,88,79,6,31,57,62,67,59,57,36,92,89,16,43,35,98,62,41,30,52,5,87,65,26,43
55,8,46,80,14,21,86,69,72,97,78,14,34,46,56,97,19,61,26,37,37,47,23,41,2,25,6,4,82,36,63,20,43,66,90,75,75,46,61,88,27,16,39,35,73,3,7,76,20,98,67,32,13,26,48,14,36,46,21,96,36,34,81,97,35,89,82,9,31,17,29,19,82,3,18,41,26,88,44,75,90,77,34,52,83,19,76,68,50,43,37,52,82,7,42,62,95,40,67,100
84,55,61,3,45,23,84,5,41,60,76,47,36,59,52,51,25,64,39,0,3,16,67,37,49,52,99,87,34,3,65,38,81,94,81,15,64,67,64,49,41,80,35,5,1,59,21,11,22,78,58,14,82,65,29,90,51,64,57,95,79,42,5,81,32,58,100,11,28,58,33,68,11,47,85,45,16,25,62,12,41,88,15,60,23,8,38,23,67,67,75,88,48,23,26,85,35,63,73,13
3,11,54,18,91,82,82,99,91,67,66,31,18,9,97,84,6,18,73,41,52,24,27,11,49,87,86,62,52,67,4,65,42,18,10,32,41,21,36,60,4,55,61,14,77,54,10,41,85,27,4,92,16,67,83,35,42,3,60,7,51,85,95,15,86,51,94,6,73,96,86,94,41,88,34,16,5,6,39,67,90,75,82,15,89,82,34,5,87,92,35,48,67,6,25,70,72,49,28,51
97,73,21,45,93,42,100,42,48,21,77,99,71,57,92,26,16,97,33,24,81,0,85,22,50,11,72,43,63,63,22,60,1,16,72,46,5,79,55,5,25,19,32,35,30,98,90,50,69,19,47,61,14,34,62,93,51,25,3,29,49,94,39,29,18,9,14,33,91,89,29,20,71,11,33,14,55,91,77,59,93,5,6,59,69,31,44,100,97,81,44,69,95,31,75,41,76,47,71,83
10,6,44,42,97,44,32,88,36,17,18,68,49,20,93,80,25,83,32,66,49,30,11,29,33,17,79,11,18,96,57,78,6,17,77,7,52,60,71,86,83,33,87,82,37,85,43,85,62,74,24,96,91,23,81,32,9,66,60,31,52,80,42,15,15,19,96,64,76,19,39,9,91,58,51,87,88,36,42,87,69,55,65,64,55,95,83,37,86,81,99,31,88,9,59,94,98,69,6,98
24,3,69,22,51,2,52,96,91,48,61,76,9,98,57,45,84,90,2,19,71,96,8,18,10,54,74,97,10,94,91,20,34,45,95,68,53,47,75,30,18,43,81,82,67,45,29,77,0,81,26,15,12,64,2,78,44,80,68,46,88,66,1,90,74,28,41,29,95,25,31,80,25,16,21,82,86,98,29,98,14,77,20,65,72,90,30,0,45,34,4,88,62,23,54,39,64,1,44,86
36,32,13,18,26,95,94,12,57,56,41,87,39,20,86,29,50,19,97,92,3,5,10,43,12,64,39,41,67,61,72,39,70,32,40,93,43,92,41,39,35,71,41,79,56,39,61,81,2,69,91,21,68,96,1,85,11,18,78,14,35,69,95,18,61,40,12,46,38,54,76,95,33,76,21,50,83,51,6,15,54,58,1,62,9,15,31,96,90,44,46,41,82,17,4,70,31,62,71,91
71,5,45,48,29,30,45,99,5,37,94,89,55,26,66,18,92,17,56,91,36,2,92,33,3,54,50,95,93,72,28,36,68,47,58,4,32,70,20,66,30,68,33,56,97,45,29,41,68,59,11,28,82,38,31,69,5,81,97,83,99,30,33,9,27,27,42,85,38,35,88,95,65,52,22,60,63,76,86,94,52,61,19,85,10,20,56,34,11,69,23,3,83,89,61,70,54,38,43,21
4,50,89,90,26,73,48,27,41,38,33,27,79,47,60,2,40,44,69,5,0,4,58,72,91,81,30,51,29,68,79,40,10,61,34,87,89,84,43,31,85,22,76,39,79,94,21,10,46,23,52,91,72,10,7,9,65,98,64,59,22,9,61,27,17,57,31,19,92,62,39,93,7,44,27,96,79,51,30,48,0,8,35,69,65,61,7,55,16,16,65,13,17,3,18,63,3,60,54,83
25,10,26,84,37,46,29,7,98,46,83,21,79,48,58,2,24,63,69,35,8,14,32,69,99,92,85,81,59,16,37,88,75,28,57,13,70,73,12,38,30,85,24,20,23,76,1,61,95,51,83,51,50,70,53,38,57,81,40,34,45,16,68,13,55,30,36,14,71,56,6,15,89,17,93,93,16,46,45,3,34,97,34,98,43,38,7,7,80,70,31,97,13,31,55,97,41,25,96,94
19,85,40,70,21,88,2,65,73,21,52,91,17,71,29,71,78,72,52,87,9,16,49,14,95,9,23,56,24,85,89,93,98,94,24,58,44,29,14,29,94,72,68,82,81,29,57,1,26,95,35,13,38,6,83,34,87,54,54,58,4,58,94,55,1,72,100,42,80,14,9,1,85,94,98,76,63,36,8,84,96,96,26,63,95,4,100,77,37,7,5,73,23,76,43,59,63,33,41,44
1,94,67,32,91,80,10,5,94,32,44,4,32,41,26,67,36,68,18,86,3,92,74,50,69,25,25,47,64,40,45,39,74,58,86,1,4,59,24,22,25,92,57,91,2,14,15,21,56,5,87,76,79,11,26,5,67,22,41,28,70,33,94,40,50,30,78,9,95,66,41,14,74,39,54,36,16,67,6,55,11,34,3,36,51,62,86,98,64,73,41,64,10,42,56,7,36,65,90,31
60,19,25,45,77,6,18,14,64,18,4,72,88,2,14,15,15,54,94,19,69,22,53,43,78,87,78,24,55,42,33,32,77,69,38,44,6,21,71,58,27,8,96,2,55,77,75,81,86,50,75,89,25,72,54,3,36,67,60,1,98,25,71,17,43,13,24,53,27,14,21,55,90,6,7,77,24,20,83,79,85,89,4,81,23,23,25,40,48,27,59,54,6,40,4,82,46,14,87,69
49,39,24,16,23,24,60,56,46,7,61,58,93,52,99,36,12,28,87,9,78,85,55,7,78,32,16,27,71,36,42,76,87,75,24,24,85,51,71,4,79,13,93,49,64,36,54,1,93,86,7,30,8,15,30,33,40,85,49,5,53,58,87,50,41,91,47,8,38,17,17,30,19,37,19,64,96,93,68,14,84,96,40,94,51,75,24,15,17,28,92,13,91,13,43,18,28,71,47,97
20,67,84,19,13,82,41,9,16,100,4,55,12,2,90,11,92,69,19,79,62,55,81,37,60,98,8,99,5,23,68,32,4,37,97,41,5,63,11,24,43,56,50,71,73,26,54,71,36,80,17,50,50,2,47,48,64,15,72,3,1,76,72,70,88,59,98,29,16,80,20,17,58,15,50,26,19,32,70,17,92,94,97,73,27,54,58,32,43,53,14,88,9,32,61,42,45,51,54,10
65,42,33,90,86,27,22,10,68,35,47,65,67,4,77,39,96,71,9,88,25,48,26,76,55,39,82,20,4,95,21,7,19,4,82,28,40,31,0,40,41,3,19,78,60,82,5,74,86,72,52,64,50,13,6,42,28,94,37,15,80,9,75,63,23,22,42,87,60,62,93,28,51,29,78,73,14,73,18,25,11,12,45,41,27,38,64,56,58,60,49,16,31,24,86,75,57,13,86,50
31,57,25,35,69,8,38,16,7,75,92,59,11,85,33,7,32,40,44,19,70,85,75,16,37,28,40,52,95,80,38,68,5,97,2,77,93,90,15,94,99,11,91,6,52,14,7,30,25,87,75,5,26,34,1,51,99,79,21,15,52,10,97,52,52,81,81,51,79,44,51,53,87,27,98,14,50,33,16,42,65,95,21,11,36,91,38,87,65,22,77,78,84,23,87,99,79,58,83,66
40,81,16,51,50,32,74,37,61,28,89,80,98,2,85,79,99,82,62,83,31,30,26,79,72,34,88,17,86,80,66,24,9,16,5,92,94,4,56,76,48,7,5,33,44,93,14,78,10,50,54,96,88,54,75,20,65,73,88,34,55,99,96,88,38,64,46,57,67,26,80,49,13,96,86,20,53,55,58,44,18,18,35,2,10,40,45,32,57,46,65,55,6,21,41,34,23,92,60,78
9,31,96,72,100,55,51,37,87,74,99,82,91,94,22,82,72,4,40,24,57,21,52,12,67,32,15,87,84,73,66,82,10,49,96,100,71,38,48,35,64,33,42,37,3,5,5,32,81,40,73,78,54,56,22,77,72,99,46,78,68,25,86,28,57,41,34,60,27,57,63,99,23,2,75,63,52,63,99,77,70,40,90,55,22,22,23,9,87,22,26,37,97,17,67,12,74,38,31,65
51,7,38,96,16,7,41,81,99,57,17,42,48,35,63,86,58,32,28,56,70,58,67,60,85,51,46,47,67,55,21,28,40,94,12,93,27,47,89,44,85,95,16,74,66,73,73,48,58,70,72,74,60,65,29,42,59,19,23,16,15,14,74,11,45,39,69,24,92,61,34,65,16,52,49,76,52,92,45,98,20,78,13,20,44,24,97,38,65,13,79,17,33,52,7,74,24,22,51,90
92,46,0,39,33,61,48,56,86,10,73,58,19,47,44,71,43,69,38,98,66,15,36,95,35,46,45,32,19,82,86,26,93,36,24,28,86,16,23,25,90,27,61,9,70,76,30,34,35,100,9,65,41,63,55,20,12,8,67,3,95,30,84,62,96,92,38,11,6,35,14,8,20,55,50,40,8,99,42,22,70,78,72,32,49,12,28,88,73,81,63,70,96,36,46,27,67,63,34,29
65,78,67,71,87,30,38,46,5,81,28,38,12,51,73,34,57,82,59,1,98,33,2,99,44,49,98,14,36,15,10,97,7,76,11,76,10,69,40,79,54,97,86,29,80,37,14,84,97,16,25,45,32,53,93,6,30,55,42,10,82,3,13,66,88,91,87,92,98,84,42,48,23,76,41,49,52,73,8,38,89,66,10,25,79,75,41,23,51,88,82,42,4,54,94,23,67,83,7,56
2,2,95,88,93,93,22,36,48,35,91,49,91,7,64,13,97,29,34,10,22,87,3,25,12,99,18,68,25,64,23,53,27,35,57,67,3,26,48,18,43,51,69,68,98,24,19,8,88,30,64,69,68,80,11,57,84,39,61,10,65,32,68,73,57,100,41,57,15,22,12,88,79,76,88,12,29,39,61,26,31,57,3,42,96,18,95,77,86,91,16,13,70,82,42,63,49,4,13,88
94,22,23,10,73,22,82,5,13,5,65,47,48,98,73,46,10,50,43,49,91,9,17,53,81,58,14,30,77,66,83,66,58,18,69,55,40,32,60,16,75,16,98,17,7,71,76,75,53,33,96,7,56,48,98,36,52,42,35,1,15,32,32,62,9,56,96,40,38,68,48,61,70,31,54,59,46,32,48,81,17,65,12,45,14,51,31,6,83,97,61,14,12,8,68,53,70,91,29,83
81,70,22,50,56,36,45,89,14,28,97,99,22,82,21,22,69,98,27,18,17,93,68,23,72,14,93,71,13,31,92,66,18,76,49,56,60,5,97,10,17,83,11,12,80,47,24,33,91,40,8,58,41,73,23,77,65,58,89,62,32,59,92,61,27,81,88,67,68,26,83,36,25,71,56,54,2,94,96,69,1,48,69,16,20,66,7,16,13,95,75,41,22,69,53,13,84,43,60,19
72,68,83,13,1,53,40,5,36,54,88,73,98,8,88,21,27,54,33,29,95,48,6,85,92,43,21,84,29,48,80,68,57,34,90,17,44,86,25,67,83,96,64,79,20,50,76,52,38,45,65,53,95,39,19,30,75,51,72,99,78,39,92,35,86,46,23,68,68,36,38,50,39,54,33,11,54,41,69,82,21,19,45,88,50,8,96,81,42,31,75,77,32,17,94,93,45,60,15,59
81,66,84,2,35,50,72,13,82,51,31,96,37,48,64,14,1,40,75,47,22,88,30,58,14,77,39,68,25,67,58,72,23,41,20,26,67,76,23,2,58,51,99,64,13,28,92,90,72,62,55,78,93,99,84,48,91,18,46,13,88,97,90,30,56,22,97,27,30,7,66,62,11,93,36,99,49,94,60,15,59,61,12,12,54,75,80,93,17,85,39,53,62,64,45,34,31,94,5,71
91,23,82,22,37,73,93,26,12,63,51,7,80,67,92,2,95,77,30,17,36,63,91,42,24,57,72,7,40,91,71,31,47,46,21,69,59,19,33,5,72,63,70,58,53,46,49,88,34,61,95,80,50,69,21,52,22,64,56,32,96,23,5,98,37,54,15,4,16,26,4,85,35,52,12,39,89,1,14,21,76,72,22,64,73,97,58,54,12,45,77,92,81,5,2,52,41,21,97,21
